ExpirationDate: 01/14/2021
Ticker: AAPL
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
280,3.2,0,1.4,0,0,1,0,0.319587

Ticker: CVS
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
27.5,29,31.85,34.2,0,0,4,14,0.712405
45,17.4,16.8,19.25,2.02,13.1339,51,565,0.527226
30,27.6,29.25,31.9,0,0,2,76,0.674808
32.5,28.37,26.55,29.85,3.13,12.401,1,25,0.666751
35,21.71,24,27.65,0,0,3,265,0.635868
37.5,21.65,21.6,25.4,0,0,5,19,0.598637
40,16.97,21.05,23.35,0,0,2,629,0.578007
42.5,18.65,18.9,21.35,2.95,18.7898,1,212,0.557744
47.5,14.6,14.75,17.25,1.95,15.415,34,413,0.501348
50,13.01,13,14,0.66,5.34413,18,2285,0.398199
52.5,11.59,11.1,13.6,0.690001,6.33028,5,2284,0.461309
55,9.76,9.45,10.05,0.66,7.25274,21,1839,0.346076
57.5,8.27,6.2,9,0.420001,5.35033,97,1279,0.360236
60,7.11,6.55,8,0.71,11.0938,125,5920,0.369025
62.5,5.7,5.6,7,0.25,4.58716,33,3170,0.371466
65,4.45,4.55,4.9,0.15,3.48836,45,3615,0.316108
67.5,3.95,2.6,3.95,0.45,12.8571,41,11970,0.308845
70,2.93,2.71,3.15,0.33,12.6923,85,7479,0.302619
72.5,2.28,2.07,4.65,0.33,16.9231,16,2129,0.409674
75,1.91,1.6,1.98,0.21,12.3529,42,8671,0.295051
77.5,1.35,1.35,1.6,0.11,8.87097,52,2214,0.295173
80,1.1,1.03,1.15,0,0,106,9455,0.284919
82.5,0.93,0.72,0.95,0.33,55,1,627,0.288581
85,0.8,0.5,0.76,0.2,33.3333,69,2862,0.289314
87.5,0.47,0.37,0.55,0.1,27.027,7,1156,0.283454
90,0.4,0.37,0.44,0.05,14.2857,31,107936,0.284919
95,0.21,0.23,0.25,0,0,1,886,0.281745
100,0.18,0.16,0.18,0.01,5.88236,122,34210,0.290046
105,0.1,0.03,0.16,0,0,20,628,0.306648
110,0.07,0,0.16,-0.05,-41.6667,1,1129,0.327643
115,0.06,0.06,0.11,0,0,2,787,0.329108
120,0.05,0.05,0.1,0,0,1,1863,0.34278
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66

Ticker: CSCO
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
35,8.48,8.35,8.7,-0.330001,-3.74575,18,4807,0.376715
25,16.7,16.25,17,-1.1,-6.17977,2,89,0.484624
17.5,20,23.1,24.45,0,0,0,1,0.74219
28,10.95,13.75,14.2,0,0,1,55,0.42774
20,22.25,20.7,22.1,0,0,1,9,0.676273
23,18.33,17.8,19.25,2.71,17.3496,7,52,0.594731
30,12.49,12.1,12.5,0,0,8,1028,0.408941
33,9.96,9.4,10.1,-0.26,-2.54403,10,708,0.384284
38,6.55,6.3,6.7,-0.3,-4.37956,65,1855,0.35694
40,5.3,5.1,5.5,-0.55,-9.4017,154,13033,0.343757
43,3.85,3.6,4.05,-0.4,-9.41177,251,4283,0.332892
45,2.91,2.9,3.2,-0.49,-14.4118,269,7575,0.323127
47,2.28,2.28,2.47,-0.37,-13.9623,140,9090,0.313483
50,1.55,1.4,1.55,-0.0500001,-3.125,482,21455,0.295295
52.5,1.12,0.86,1.16,-0.12,-9.67742,187,3172,0.297859
55,0.72,0.61,0.85,-0.12,-14.2857,282,13573,0.298347
57.5,0.57,0.39,0.54,0.02,3.63636,109,4297,0.288093
60,0.37,0.3,0.43,-0.03,-7.5,90,21157,0.296394
62.5,0.24,0.12,0.27,0,0,1,3944,0.288825
65,0.14,0.15,0.19,-0.03,-17.6471,46,7555,0.28907
70,0.08,0.05,0.11,0.01,14.2857,6,2917,0.29737
75,0.06,0.03,0.1,0,0,5,2637,0.323249
80,0.06,0.05,0.1,0.03,100,25,2070,0.351569
85,0.04,0.03,0.06,0,0,153,2006,0.353522
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66

Ticker: AGN
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
90,90,91.55,93.25,0,0,1,1,0.48023
60,119.85,113.7,118.5,0,0,0,0,1e-05
270,0.09,0.01,0.55,0,0,1,128,0.238899
65,103.8,108.5,113.2,0,0,1,0,1e-05
100,75.5,81.45,83.65,0,0,2,4,0.447149
70,93,91.9,96.5,0,0,10,0,1e-05
75,111,106.55,108.25,0,0,7,2,0.58936
80,123.65,98.7,103.5,0,0,30,8,0.574955
85,114.5,97.3,99.8,0,0,3,1,0.541631
95,104.5,84.1,88.8,0,0,3,1,0.490362
110,93.65,73,75.4,0,0,110,2,0.474248
115,89.15,66.8,71,0,0,100,0,0.464605
120,72.1,54,58.4,0,0,3,39,1e-05
125,77.1,56.3,59.8,0,0,135,2,0.355475
130,42,50.95,54,0,0,5,40,0.294685
135,41.4,46.15,50.2,0,0,1,35,0.312629
140,30.6,41.35,45.4,0,0,2,750,0.29084
145,37,36.6,41,0,0,1,99,0.279792
150,32.4,32.1,37,0,0,29,1053,0.27613
155,20.5,27.7,32.5,0,0,46,268,0.257637
160,21.95,24.15,27.4,0,0,32,0,0.225411
165,17.5,19.7,23.9,0,0,1,375,0.223885
170,16,16.1,20.2,0,0,2,624,0.214241
175,10.1,13.05,17,0,0,3,214,0.209145
180,11.1,9.7,14,0,0,2,164,0.202828
185,8.45,6.9,11,0,0,4,172,0.191964
190,3.45,4.75,8.85,0,0,10,1017,0.189583
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66
195,4.2,2.74,5.3,0.7,20,10,429,0.158578
200,2.4,1.13,4.6,0,0,2,635,0.169564
205,0.5,0.05,3.7,0,0,112,198,0.173287
210,2.94,0,4,0,0,3,96,0.198555
215,2.46,0.25,5,0,0,1,47,0.23719
220,0.4,0,1.52,0,0,1,146,0.171395
225,1,0,1.23,0,0,1,194,0.175606
230,1.9,0,1.07,0,0,0,18,0.182503
235,2,0,0.88,0,0,4,35,0.186532
240,4.55,0,0.82,0,0,1,0,0.195198
250,0.2,0,0.75,0,0,4,84,0.213143
260,0.13,0.01,5,0,0,20,161,0.37287

Ticker: AIG
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
28,4.3,3.9,4.5,0.8,22.8572,22,4411,0.516362
20,9.15,8,9.3,2.25,32.6087,10,387,0.58228
10,12.97,14.5,19,0,0,1,101,0.684573
18,10.85,9.45,11.2,5.05,87.069,1,68,0.646488
13,8,12.5,16.5,0,0,0,1,0.784182
30,3.78,2.66,3.9,1.08,40,30,1241,0.556523
15,13.1,11.85,13.8,2.5,23.5849,10,117,0.732913
23,6.8,6.65,7.3,1.57,30.0191,130,541,0.583744
25,4.5,5.1,6.15,0,0,132,617,0.537968
33,1.88,1.86,2.72,0,0,1,212,0.517827
35,2.09,1.78,2.2,0.56,36.6013,150,1087,0.508794
38,1.62,1.14,1.57,0.72,80,13,307,0.495366
40,1.05,0.73,1.28,0.34,47.8873,32,11132,0.492681
42,0.79,0.72,1,0.25,46.2963,103,16881,0.483892
45,0.55,0.32,0.7,0.18,48.6487,90,4828,0.475591
47,0.5,0.25,0.64,0.24,92.3077,1,1766,0.489263
50,0.25,0.05,0.4,0,0,3,1763,0.469244
52.5,0.28,0.16,0.48,0.14,100,27,4960,0.515142
55,0.15,0.04,0.27,0,0,6,5495,0.479497
57.5,0.1,0,0.3,0,0,20,1343,0.511235
60,0.03,0.02,0.26,0,0,6,3587,0.518071
62.5,0.02,0,0.23,0,0,10,2262,0.525395
65,0.12,0,0.26,0,0,10,1007,0.555669
70,0.05,0.05,0.1,0,0,10,0,0.507817
75,0.07,0,0.25,0,0,12,0,0.553715
80,0.38,0.21,0.44,0,0,0,0,0.675296
85,0.23,0,0.35,0.15,187.5,8,274,0.635746
90,0.09,0.06,0.2,0,0,46,248,0.632816
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66

Ticker: ALL
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
87.5,23.35,23.25,24.1,0,0,1,0,0.504705
85,22.3,18.25,22.35,0,0,1,0,0.412237
42.5,45.45,56.1,61,0,0,1,2,0.596195
70,24,32.35,35.8,0,0,2,12,0.558476
75,20.2,28.65,32.25,0,0,2,10,0.54865
77.5,19,26.6,29.1,0,0,0,0,0.487066
82.5,19.05,23.2,26.15,0,0,1,22,0.493047
80,26.6,24.9,28.25,16.9,174.227,10,6,0.514775
90,11.38,17.05,20.1,0,0,1,0,0.432623
92.5,14.8,16.1,20.25,0,0,9,36,0.477605
95,18.4,14.75,17.9,0,0,1,72,0.44306
97.5,17.4,17.4,18.85,0,0,1,41,0.505498
100,12.1,12.45,15.8,0,0,7,180,0.447759
105,10.2,10,13.8,0,0,2,300,0.447881
110,5.71,8,9.6,0,0,1,176,0.37879
115,5.9,6.2,7.9,0,0,1,106,0.373725
120,3.52,5,6.4,0,0,1,824,0.36756
125,3.05,0.79,2.7,0,0,10,61,0.276435
130,3.52,2.5,4.3,1.32,60,10,71,0.364386
135,2.75,0.07,3.65,0,0,3,91,0.368598
140,1,0.85,4.65,0,0,78,238,0.431524
145,1.6,0.84,4.5,1.1,220,6,0,0.450933
150,0.91,0,3.7,0,0,0,1,0.443182
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66

Ticker: MDLZ
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
35,19.74,20,20.95,0,0,20,27,0.626957
25,30.3,32,32.95,0,0,32,0,1.21119
40,11.07,13.05,14.8,0,0,1,72,0.43482
28,23.95,24.85,25.7,0,0,2,2,0.566899
45,9.05,9.35,10.7,0,0,251,492,0.375372
30,25.2,27,28.1,0,0,30,7,0.993164
33,16.3,19.75,20.8,0,0,6,0,0.511479
38,8.4,14.6,15.55,0,0,0,0,0.367194
42,10.05,11.55,13,0,0,2,170,0.401129
47,8.5,7.65,9.35,-1.15,-11.9171,22,1005,0.364875
50,6.55,5.8,7.15,0.3,4.8,45,2935,0.330268
52.5,4.8,4.45,5.7,0.7,17.0732,10,1844,0.315314
55,3.75,3,4.2,0.05,1.35135,19,2693,0.28907
57.5,2.05,1.95,3.65,0,0,1,1092,0.306037
60,1.8,1.39,2.65,0,0,1,2137,0.289314
62.5,1.2,0.55,1.69,0,0,18,752,0.263923
65,0.85,0.23,1.26,0,0,3,980,0.262947
67.5,0.7,0.01,1.13,0,0,1,0,0.279304
70,0.12,0,0.77,0,0,1,93,0.270759
75,0.1,0,0.37,0,0,83,0,0.262703
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66

Ticker: AMGN
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
85,125.56,147.75,152.4,0,0,2,0,1.32117
120,74,97.55,101.1,0,0,50,0,0.503911
90,120.13,142.7,147.5,0,0,2,0,1.25415
125,95.8,110.1,115,0,0,1200,0,0.93805
95,94.47,0,0,0,0,0,0,1e-05
100,104.7,117.7,120.25,0,0,280,0,0.581547
105,99,112.25,115.65,0,0,45,0,0.573002
110,110.35,125.05,129.8,0,0,440,0,1.08551
115,105.4,120.05,124.8,0,0,3210,0,1.0329
130,78,88.9,91.5,0,0,1,0,0.463812
135,91.65,68.9,72,0,0,230,0,1e-05
140,86.1,64.5,68.45,0,0,5,5,1e-05
145,68.1,73.15,77.55,0,0,1,6,0.418097
150,55.2,69.1,73.15,0,0,3,16,0.408697
155,88.2,67.85,69.85,0,0,2,4,0.424933
160,42,61.15,64.75,0,0,2,45,0.394995
165,57.05,56.4,60.5,18.75,48.9556,3,39,0.384406
170,51.65,52.15,56.25,0,0,2,167,0.372473
175,39.75,48.85,52.3,0,0,3,118,0.365058
180,43.11,44.4,48.45,0,0,1,258,0.357642
185,25.5,40.7,44.75,0,0,3,368,0.350989
190,34.83,37.35,41.35,0,0,3,714,0.347236
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66
195,22.85,33.5,37.1,0,0,10,349,0.32862
200,28,29.75,33.2,0,0,1,429,0.314124
205,28.91,27.05,31.45,0,0,4,565,0.328284
210,26,24.8,28.9,0.74,2.92953,1,628,0.328422
215,23.73,21.35,25.35,-0.77,-3.14286,8,233,0.313056
220,23.13,19.35,22.55,0,0,6,424,0.305824
225,18.3,17.35,20.05,2.88,18.677,1,309,0.300483
230,14.6,14.65,18.2,0,0,3,692,0.301536
240,14.8,10.9,14.45,2.47,20.0324,5,1395,0.296913
250,8.8,7.5,10.15,-0.2,-2.22222,3,1184,0.276008
260,4.64,3.9,7.5,0,0,2,261,0.269386
270,3.9,3.35,5.2,-0.8,-17.0213,2,297,0.259346
280,2.2,1.51,5.3,-0.25,-10.2041,1,602,0.287239
290,1.4,0.55,4.1,0,0,1,150,0.286933
300,1.28,0.1,2.5,0.58,82.8572,1,344,0.269478
310,0.62,0,1.97,0,0,17,52,0.272712
320,2.14,0.09,0.7,0,0,0,3,0.236336
330,1.58,0.08,0.85,0,0,1,62,0.260017

Ticker: MCD
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
100,71.7,82.6,87,0,0,1,16,0.554692
70,99.65,112.4,115.95,0,0,28,52,0.551762
105,85.15,62.15,65.4,0,0,41,40,1e-05
290,0.16,0.16,0.21,0.06,60,173,1307,0.232674
75,68.7,107.05,111.15,0,0,0,11,0.50147
80,90.15,102,106.2,0,0,0,18,0.671268
85,61.05,72.75,75.15,0,0,24,5,1e-05
90,70.75,94.65,96.95,0,0,18,0,0.563847
95,74.94,87.6,91.8,0,0,1,5,0.582768
110,53.85,73.7,77.75,0,0,6,11,0.514043
115,38.6,69.15,73.2,0,0,47,48,0.495611
120,45.7,64.6,68.7,0,0,1,28,0.47791
125,56.9,60.35,64.1,0,0,2,63,0.456243
130,56.2,56.35,60.5,3.43,6.49991,1,110,0.461858
135,53.99,51.85,56.25,4.09,8.19639,4,218,0.446478
140,50.49,48.8,52.3,2.19,4.53417,3,1390,0.436743
145,46.54,44.05,48.25,19.74,73.6567,2,137,0.422735
150,41,39.85,43.8,5,13.8889,26,281,0.398932
155,37.2,36.4,40.65,1.3,3.62117,10,196,0.399817
160,34.11,32.95,37.35,2.37,7.46692,6,696,0.394659
165,31.6,29.35,33.75,6.06,23.7275,6,433,0.38169
170,28.5,26.05,30.3,6.5,29.5455,28,1288,0.3693
175,24.8,23.15,27.4,4.88,24.498,7,318,0.363806
180,22.2,20.65,24.7,4.78,27.4397,32,514,0.358985
185,19.1,18.45,21.6,3.55,22.8296,515,796,0.345313
190,16.63,15.9,19.5,3.68,28.417,390,527,0.344794
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66
195,14.18,13.65,15.25,2.88,25.4867,34,577,0.308234
200,12.3,11.5,12.5,2.88,30.5733,69,2159,0.291938
210,8.66,6.1,9.9,2.16,33.2308,253,2297,0.296913
220,6.2,3.15,6.5,2.22,55.7789,120,4251,0.276985
230,4.1,2.02,4.1,1.3,46.4286,6,2822,0.261726
240,2.46,0.24,2.99,0.53,27.4611,1,1920,0.263679
250,1.25,1.21,1.48,0.25,25,2073,3982,0.241402
260,0.8,0.67,1.1,-0.00999999,-1.23457,19,1600,0.247078
270,0.35,0.37,0.75,-0.05,-12.5,3,882,0.247932
280,0.25,0.17,0.33,0.05,25,39,479,0.23243

Ticker: TMO
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66
195,103.5,126,131,0,0,1,4,0.528264
135,170,171.5,176.5,0,0,0,6,1e-05
130,155,186.5,191.5,0,0,10,3,0.578617
140,195.1,0,0,0,0,1,0,1e-05
150,144.48,146,150.6,0,0,10,0,1e-05
155,98.7,0,0,0,0,0,0,1e-05
175,99.9,114.5,119.4,0,0,0,1,1e-05
180,111.69,139.5,144.5,0,0,3,0,0.559514
190,109.35,120.2,124.5,0,0,0,0,1e-05
200,72,120.8,125.5,0,0,1,107,0.49735
210,68.28,112,116.4,0,0,0,7,0.47437
220,60.38,103.1,107.4,0,0,8,13,0.452215
230,87.3,87.1,91.5,0,0,10,12,0.306648
240,59.35,87.1,91.9,0,0,1,21,0.439825
250,49.9,79.1,84,0,0,2,16,0.426397
260,65.8,71.6,75.8,0,0,2,198,0.406973
270,48.7,64.1,68.9,0,0,1,26,0.400122
280,48.5,57.2,62,0,0,2,142,0.389929
290,44,50,55,0,0,1,67,0.375769
300,32.8,44,49,0,0,13,181,0.368415
310,39.4,38,42.9,5.4,15.8824,122,583,0.356818
320,32.7,32.5,37.5,3.4,11.6041,32,192,0.348426
330,10.9,27.5,32.5,0,0,1,301,0.340247
340,17.5,23.1,27.9,0,0,3,520,0.332191
350,19.9,19,24,4.72,31.0935,1,97,0.326987
360,13,15,19.7,0,0,1,118,0.314475
370,12.9,12,16.9,2.1,19.4444,4,62,0.312507
380,10.8,9,12,3.2,42.1053,1,186,0.285102
390,7.1,5.4,9.2,0,0,1,46,0.274116
400,1.5,5,10,0,0,1,476,0.302528
410,7.2,3.1,7.5,0,0,83,91,0.289207
420,6.3,1.55,6.1,0,0,2,35,0.286109
430,5,1.1,5.2,0,0,17,35,0.287605
440,3,0.5,5.3,0,0,3,48,0.303687
450,0.8,0.15,3.1,0,0,3,23,0.27668
460,3,0.4,2.05,0,0,1,7,0.263862

Ticker: KHC
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
25,5,5,5.5,0.4,8.69566,63,7572,0.404303
17.5,9.17,10.45,11.45,0,0,6,176,0.534673
12.5,12.85,15.3,16.25,0,0,2,7,0.544926
30,2.65,2.58,2.65,0.44,19.9095,556,26751,0.34632
22.5,6.9,6.3,7.4,0.7,11.2903,13,1532,0.453375
15,10.03,12.75,14,0,0,10,332,0.676761
20,9.1,8.3,9.1,0.900001,10.9756,77,4747,0.448004
27.5,3.7,3.55,4,0.3,8.82353,83,9690,0.379889
32.5,1.81,1.56,1.75,0.36,24.8276,121,6614,0.33277
35,1.13,0.85,1.05,0.33,41.25,574,13920,0.31446
37.5,0.52,0.47,0,0.07,15.5556,2,4915,0.0625094
40,0.36,0.3,0.35,-0.06,-14.2857,93,11438,0.295905
42.5,0.19,0.07,0.39,0,0,80,2260,0.33985
45,0.17,0.1,0.2,0,0,321,10681,0.321784
47.5,0.09,0.07,0.19,0,0,19,1905,0.346198
50,0.11,0.07,0.12,0.06,120,12,5577,0.34278
52.5,0.01,0,0.17,-0.04,-80,3,4834,0.387701
55,0.02,0.01,0.05,0,0,100,1914,0.33985
57.5,0.02,0.01,0.12,0,0,100,1481,0.406256
60,0.03,0.02,0.1,-0.03,-50,20,2881,0.414068
62.5,0.01,0,0.09,0,0,7,174,0.425787
65,0.01,0,0.09,0,0,10,521,0.441412
67.5,0.05,0,0.24,0,0,25,234,0.533208
70,0.01,0,0,0,0,10,188,0.250007
75,0.04,0,0.08,0,0,15,0,0.494146
80,0.01,0,0.08,0,0,2,202,0.519536
85,0.05,0,0.08,0,0,7,358,0.500005
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66

Ticker: AMZN
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
1460,504.01,625.15,631.65,0,0,3,0,0.3846
2075,205,198.5,207.5,39.3,23.7176,42,72,0.310092
720,1309.35,1323.5,1332.5,0,0,50,1662,0.592472
2235,128,129.5,139,0,0,1,24,0.296958
760,1109.5,1280.55,1290.45,0,0,4,0,0.511357
1480,559.8,610.5,620,0,0,2,28,0.395319
750,1000,1290.5,1300.45,0,0,3,0,0.517095
1500,600,593.5,603,5,0.840336,2,441,0.391306
740,1107.8,1304,1313.5,0,0,1,94,0.590611
3080,11.17,10.9,12.3,0,0,1,0,0.280792
790,989.6,1256,1265,0,0,3,56,0.580128
780,1252,1265,1274.5,0,0,8,69,0.577
3160,10,8.55,11.05,0.9,9.89011,5,95,0.288002
770,1162.25,1275,1285,0,0,2,20,0.587651
2260,108.65,120.5,130.5,0,0,4,65,0.295871
810,915.75,1231.55,1241.45,0,0,11,0,0.502874
800,1231.7,1245.5,1255.5,0,0,5,443,0.573063
3200,9.58,9.3,9.9,-0.0699997,-0.725385,171,2464,0.288368
820,1214,1226,1235.5,0,0,8,33,0.562382
2180,154.3,151,160.5,4.37001,2.9147,1,290,0.301307
830,1175,1215.5,1225.5,0,0,1,7,0.552434
2380,67.85,84,93.3,0,0,1,58,0.288097
840,1194.1,1206,1216,0,0,2,20,0.551854
850,1185.3,1197,1207,0,0,4,42,0.556645
860,1167.75,1187,1196.5,0,0,53,63,0.547154
2035,230.02,218.5,228,5.24001,2.33117,3,219,0.314342
1270,465.95,793.55,803.45,0,0,10,0,0.4326
2265,101.45,118.5,128.5,0,0,2,4,0.295152
870,860.95,1172.05,1181.95,0,0,0,0,0.542729
1780,375.5,375,384.5,10.5,2.87671,2,162,0.344264
1250,700.24,806.25,823.55,0,0,14,0,0.444471
880,1147.9,1167,1177,0,0,31,41,0.536702
2185,147.98,149,158.5,0,0,1,12,0.300964
1995,240.38,240.5,249.5,0,0,1,188,0.318505
890,904.5,998.15,1009.6,0,0,0,0,1e-05
1820,339,347.5,357,0,0,1,257,0.338965
1290,536.55,635.5,645.5,0,0,14,83,1e-05
900,1134.35,1148.5,1158.5,0,0,8,333,0.538915
2130,171,173,182,0,0,2,127,0.305553
1330,581.55,490.05,502.65,0,0,4,21,1e-05
920,1114.1,1129,1138.5,0,0,11,24,0.52831
1370,468.35,501,517.75,0,0,3,2,1e-05
940,1095.35,1109.5,1119.5,0,0,17,22,0.522344
1880,313,309.55,318,9.64999,3.18114,3,330,0.331889
1350,715.06,724.5,734,0,0,2,131,0.424337
950,793.25,0,0,0,0,0,0,1e-05
1940,266.53,272.3,281,0,0,11,227,0.324573
1410,659,671.5,681,-6.09003,-0.91567,1,37,0.411204
960,1092.15,1090,1099.5,12.8,1.1859,1,62,0.511907
2175,111.98,153,162.5,0,0,2,27,0.301627
1470,540.15,619,629,0,0,1,5,0.398516
2900,18.88,17,20,0.879999,4.88888,2,472,0.277565
970,936.9,1074.05,1088.45,0,0,0,103,0.534696
1980,258.02,248.5,258,9.51999,3.83098,1,173,0.320308
1450,517.01,633.1,642.9,0,0,1,0,0.393687
980,1060.1,1071.5,1081,0,0,10,22,0.511693
1430,617.84,653.5,663.5,0,0,1,18,0.40679
990,825,1059.55,1069.45,0,0,0,2,0.52892
2450,70,67.5,76.25,0,0,2,119,0.284843
1490,557.25,602.5,611.5,0,0,1,29,0.393347
3020,13.87,12.05,14.75,0.47,3.50746,2,68,0.280914
1000,1050.5,1052,1061.5,1.40002,0.13345,28,1124,0.503133
1010,1030.3,1041.5,1051.5,0,0,1,26,0.529729
1020,917.09,1075,1085,0,0,10,45,0.705402
1040,1002.75,1013.5,1023,0,0,16,32,0.519872
1060,982.8,994.5,1004.5,0,0,6,21,0.515966
1080,779,975.5,985,0,0,1,15,0.506231
1100,959.85,956,966,0,0,13,42,0.499242
1120,935,937,947,0,0,1,36,0.492147
1140,660,914.55,924.45,0,0,2,0,0.467039
1160,745.29,1005.85,1018.5,0,0,1,16,0.813395
1180,870,881,890.5,0,0,3,5,0.472631
1200,769,862,871.5,0,0,5,63,0.465162
1220,649.39,835.55,853.35,0,0,1,0,0.461187
1240,550,821.55,831.45,0,0,2,0,0.441641
1260,584.3,806.5,816.5,0,0,2,132,0.450201
1280,627.95,904,920.7,0,0,2,123,0.759753
2150,163.95,164.05,173,-5.05,-2.98817,23,308,0.303577
1300,775.62,770,780,25.07,3.34022,6,66,0.43973
1310,499.3,618,628,0,0,2,14,1e-05
1320,496.73,637.55,643.35,0,0,18,25,1e-05
1340,692.77,733.5,743,0,0,2,262,0.426825
1360,655.73,716,726,0,0,1,75,0.424955
1380,610,697.5,707.5,0,0,1,45,0.418074
1390,627.26,689,698.5,0,0,1,48,0.415346
1400,682.5,679.5,689.5,10.11,1.50359,1,206,0.412573
2155,163,161,170.5,-3.5,-2.1021,13,26,0.302675
1420,606.73,662.5,672,0,0,1,59,0.408316
2115,177.5,179,188.5,0,0,2,18,0.306438
1440,414.03,643.25,651.3,0,0,9,137,0.394923
2040,215,216,222.2,3.78,1.7896,6,131,0.309327
1510,500,585.5,595,0,0,1,20,0.39041
2275,114.7,115.5,125,0,0,38,55,0.294366
1520,567,577,586.5,75.96,15.4692,2,14,0.388213
1530,569.33,568.5,578,0,0,5,27,0.385951
1540,554.18,560,569.5,0,0,3,38,0.383627
1550,539.8,551.5,561.5,0,0,5,88,0.38238
1560,555.25,543.5,552.5,88.3,18.9099,2,39,0.378794
1570,527.35,535.5,545,0,0,2,56,0.378504
1580,494.1,527.5,537,0,0,1,32,0.377005
1590,515.5,519,528.5,0,0,1,56,0.374346
1600,513.4,511,520.5,0,0,5,660,0.372691
1610,469.84,503,512.5,0,0,1,50,0.370955
1620,497.6,495,504.5,0,0,1,110,0.369143
1630,447.51,487,496.5,0,0,1,47,0.367251
1640,480.63,479,489,0,0,10,73,0.366282
1650,411.23,471,481,0,0,2,414,0.364234
1660,393,464,474,0,0,2,58,0.364051
2125,175.5,175,184,0,0,8,13,0.30564
1670,389,456,466,0,0,1,142,0.361838
1680,464.95,448.5,458.5,36.85,8.6078,2,165,0.360503
2085,200,194,203,8.75,4.57516,1,47,0.309669
1690,373,441,451,0,0,3,95,0.359076
1700,429,433.5,443.5,-11,-2.5,2,704,0.357566
1710,421,426,435.5,0,0,1,127,0.355059
1955,236.1,262.5,272,0,0,2,231,0.3226
1720,409.5,418.5,428,0,0,1,169,0.353392
1730,421.19,412,421,21.19,5.2975,3,110,0.35253
1740,400,404,413.5,-10,-2.43902,6,147,0.350694
2285,91.31,112,121.5,0,0,1,45,0.293487
1750,388,396.5,406,0,0,5,580,0.34878
1760,387.5,389.5,399,0,0,1,218,0.347648
2245,101.63,125.5,135.5,0,0,4,26,0.296447
1770,336.33,382.5,392,0,0,1,175,0.346419
2205,144,141.5,150.5,-2,-1.36986,2,9,0.29936
1790,356.76,368.5,378.5,0,0,1,108,0.344527
1800,357,361.5,371,-8.5,-2.32558,9,1321,0.342204
1810,284.12,354.5,364,0,0,2,105,0.340625
1830,310.7,341.5,351,0,0,1,119,0.338817
1840,310,334,344,0,0,5,150,0.336978
1850,323.96,327.5,337,-11.04,-3.29552,1,502,0.335055
1860,318.5,322.5,331,-0.549988,-0.172383,2,264,0.334613
1870,255.67,316,324.5,0,0,3,337,0.333297
1890,310,301.5,311,0,0,5,125,0.329633
1900,300,296.55,305.5,-4,-1.31579,9,882,0.329566
